198,1310
3259,775
368,1319
198,1348

132,551
1525,298
263,552
132,543

58,118
305,61
117,121
58,117

142,759
1657,385
268,763
142,733

159,863
2246,479
312,865
159,903

207,1193
2846,692
374,1193
207,1243

116,448
1163,265
210,452
116,460

232,1636
3694,824
376,1636
232,1696

171,977
2341,505
290,985
171,1029

88,288
756,162
131,228
88,293
